"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","effectiveTranslation","sense"
"1612","0","RESPECT","ترا","review","uncertain","high","false","false","false","false","uncertain","unsuitable-unclassified","RESPECT — ترا: ترا does not provide the respect meaning in the supplied relationship. Do not guess a replacement or certify its register.","AI-assisted linguistic review","[]","1612:0","الاحترام","false","{""arabic"":""ترا"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""uncertain"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1618","0","WORTH","يستحق","review","msa","medium","","","","","verb","construction-or-sense-review","WORTH — يستحق: يستحق can express worth through a natural finite construction, but its English POS alignment needs contextual review.","AI-assisted linguistic review","[]","1618:0","قيمة","false","{""arabic"":""يستحق"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1619","0","PROCEDURES","الاجراءات","review","msa","medium","","","","","noun","orthography-review","PROCEDURES — الاجراءات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1619:0","الإجراءات","false","{""arabic"":""الاجراءات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1619","1","PROCEDURES","اجراءات","review","msa","medium","","","","","noun","orthography-review","PROCEDURES — اجراءات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1619:1","الإجراءات","false","{""arabic"":""اجراءات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1621","0","TEACHER","استاذ","review","msa","medium","","","","","noun","orthography-review","TEACHER — استاذ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1621:0","معلم","false","{""arabic"":""استاذ"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1623","0","EYES","اعين","review","msa","medium","","","","","noun","orthography-review","EYES — اعين: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1623:0","عيون","false","{""arabic"":""اعين"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1623","3","EYES","عين","review","msa","medium","","","","","noun","construction-or-sense-review","EYES — عين: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1623:3","عيون","false","{""arabic"":""عين"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1624","2","RELATIONSHIP","العلاقات","review","msa","medium","","","","","noun","construction-or-sense-review","RELATIONSHIP — العلاقات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1624:2","العلاقة","false","{""arabic"":""العلاقات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1624","3","RELATIONSHIP","علاقه","review","msa","medium","","","","","noun","orthography-review","RELATIONSHIP — علاقه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1624:3","العلاقة","false","{""arabic"":""علاقه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1633","0","CREATIVE","الابداعية","review","msa","medium","","","","","adjective","orthography-review","CREATIVE — الابداعية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1633:0","إبداعي","false","{""arabic"":""الابداعية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1633","3","CREATIVE","ابداع","review","msa","high","false","false","false","false","uncertain","unsuitable-pending-review","A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established. Second pass: ابداع is a misspelled creativity/action noun, potentially natural for creative work in context. Defer the isolated mapping; a noun/adjective difference alone is not rejection evidence.","AI-assisted linguistic review","[]","1633:3","إبداعي","false","{""arabic"":""ابداع"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""uncertain"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1634","2","COAST","كوست","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","COAST — كوست: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1634:2","الساحل","false","{""arabic"":""كوست"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1635","3","BENEFIT","الاستحقاقات","review","msa","medium","","","","","noun","construction-or-sense-review","BENEFIT — الاستحقاقات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1635:3","الاستحقاقات","true","{""arabic"":""الاستحقاقات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1638","0","DEVICES","الاجهزة","review","msa","medium","","","","","noun","orthography-review","DEVICES — الاجهزة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1638:0","الأجهزة","false","{""arabic"":""الاجهزة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1638","1","DEVICES","اجهزة","review","msa","medium","","","","","noun","orthography-review","DEVICES — اجهزة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1638:1","الأجهزة","false","{""arabic"":""اجهزة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1639","0","LORD","ربي","review","msa","medium","","","","","noun","construction-or-sense-review","LORD — ربي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1639:0","مولاي","false","{""arabic"":""ربي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1639","2","LORD","لورد","review","uncertain","medium","","","","","noun","register-review","LORD — لورد: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1639:2","مولاي","false","{""arabic"":""لورد"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1639","3","LORD","مولاي","review","msa","medium","","","","","noun","construction-or-sense-review","LORD — مولاي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1639:3","مولاي","true","{""arabic"":""مولاي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1640","2","GRANT","جرانت","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","GRANT — جرانت: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1640:2","منحة","false","{""arabic"":""جرانت"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1640","3","GRANT","غرانت","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","GRANT — غرانت: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1640:3","منحة","false","{""arabic"":""غرانت"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1642","1","AGREE","اوافق","review","msa","medium","","","","","verb","orthography-review","AGREE — اوافق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1642:1","موافق","false","{""arabic"":""اوافق"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1642","3","AGREE","موافق","review","msa","medium","","","","","adjective","construction-or-sense-review","AGREE — موافق: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1642:3","موافق","true","{""arabic"":""موافق"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1643","0","FICTION","الخيال","review","msa","medium","","","","","noun","construction-or-sense-review","FICTION — الخيال: الخيال can mean imagination or fiction; retain the literary-sense question rather than restricting merely because fantasy is another synonym.","AI-assisted linguistic review","[]","1643:0","الخيال","true","{""arabic"":""الخيال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1644","1","HEAR","اسمع","review","msa","medium","","","","","verb","orthography-review","HEAR — اسمع: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1644:1","اسمع","true","{""arabic"":""اسمع"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1645","0","SOMETIMES","احيانا","review","msa","medium","","","","","adverb","orthography-review","SOMETIMES — احيانا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1645:0","أحياناً","false","{""arabic"":""احيانا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"1647","2","CAREERS","وظائف","review","msa","medium","","","","","noun","construction-or-sense-review","CAREERS — وظائف: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1647:2","وظائف","true","{""arabic"":""وظائف"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1650","1","FAMILIES","الاسر","review","msa","medium","","","","","noun","orthography-review","FAMILIES — الاسر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1650:1","الأسر","false","{""arabic"":""الاسر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1650","3","FAMILIES","اسر","review","msa","medium","","","","","noun","orthography-review","FAMILIES — اسر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1650:3","الأسر","false","{""arabic"":""اسر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
