"headwordIndex","translationIndex","english","original","status","register","confidence","reasonCode","reason","reviewer","replacement","applied","preferredForEnToAr","preferredForArToEn","directionReason","partOfSpeech","sourceId","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","referenceArabic","referenceConflict","referenceConflictReason","sense"
"43","1","OTHER","أخرى","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of OTHER. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to OTHERS. Does not restrict EN → AR.","adjective","stage3a:h43:t1","review","uncertain","أخرى","أخرى","أخرى","أخرى","false","",""
"44","0","DO","افعل","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of DO. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","","","verb","stage3a:h44:t0","review","uncertain","افعل","افعل","افعل","افعل","false","",""
"45","0","NO","لا","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of NO. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to NOT. Does not restrict EN → AR.","particle","stage3a:h45:t0","review","uncertain","لا","لا","لا","لا","false","",""
"46","0","INFORMATION","الاعلام","review","uncertain","medium","needs-linguistic-confirmation","INFORMATION → الاعلام: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h46:t0","review","uncertain","الاعلام","الاعلام","الاعلام","معلومات","false","",""
"46","1","INFORMATION","المعلومات","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of INFORMATION. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to INFO, INFORM. Does not restrict EN → AR.","noun","stage3a:h46:t1","review","uncertain","المعلومات","المعلومات","المعلومات","معلومات","false","",""
"46","2","INFORMATION","معلومات","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of INFORMATION. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to INFO, INFORM. Does not restrict EN → AR.","noun","stage3a:h46:t2","review","uncertain","معلومات","معلومات","معلومات","معلومات","false","",""
"47","0","TIME","وقت","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of TIME. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","","","noun","stage3a:h47:t0","review","uncertain","وقت","وقت","وقت","الوقت","false","",""
"47","1","TIME","الزمن","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of TIME. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h47:t1","review","uncertain","الزمن","الزمن","الزمن","الوقت","false","",""
"47","2","TIME","الوقت","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of TIME. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h47:t2","review","uncertain","الوقت","الوقت","الوقت","الوقت","false","",""
"47","3","TIME","زمن","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of TIME. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h47:t3","review","uncertain","زمن","زمن","زمن","الوقت","false","",""
"47","4","TIME","الزمان","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of TIME. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h47:t4","review","uncertain","الزمان","الزمان","الزمان","الوقت","false","",""
"48","0","THEY","هم","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of THEY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to INSPIRE, INSPIRED, THEM. Does not restrict EN → AR.","pronoun","stage3a:h48:t0","review","uncertain","هم","هم","هم","هم.","false","",""
"48","1","THEY","انهم","review","uncertain","medium","needs-linguistic-confirmation","THEY → انهم: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h48:t1","review","uncertain","انهم","انهم","انهم","هم.","false","",""
"49","0","SITE","الموقع","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of SITE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to LOCATED, LOCATION. Does not restrict EN → AR.","noun","stage3a:h49:t0","review","uncertain","الموقع","الموقع","الموقع","الموقع","false","",""
"50","0","HE","هو.","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of HE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to HIM. Does not restrict EN → AR.","pronoun","stage3a:h50:t0","review","uncertain","هو.","هو","هو","هو.","false","",""
"51","0","UP","فوق","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of UP. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","","","adverb","stage3a:h51:t0","review","uncertain","فوق","فوق","فوق","فوق","false","",""
"52","0","MAY","قد","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of MAY in the possibility sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to COD, HAVE. Does not restrict EN → AR.","auxiliary verb","stage3a:h52:t0","review","uncertain","قد","قد","قد","مايو","false","","possibility"
"52","1","MAY","ماي","review","uncertain","medium","needs-linguistic-confirmation","MAY → ماي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h52:t1","review","uncertain","ماي","ماي","ماي","مايو","false","",""
"52","2","MAY","مايو","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of MAY in the calendar month sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h52:t2","review","uncertain","مايو","مايو","مايو","مايو","false","","calendar month"
"52","3","MAY","ايار","review","uncertain","medium","needs-linguistic-confirmation","MAY → ايار: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h52:t3","review","uncertain","ايار","ايار","ايار","مايو","false","",""
