"headwordIndex","translationIndex","english","original","status","register","confidence","reasonCode","reason","reviewer","replacement","applied","sourceId","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","referenceArabic","referenceConflict","referenceConflictReason"
"500","1","GOT","حصلت عليه","review","uncertain","medium","needs-linguistic-confirmation","GOT → حصلت عليه: Person/tense and added object require context.","AI-assisted linguistic review","","false","stage3a:h500:t1","review","uncertain","حصلت عليه","حصلتعليه","حصلتعليه","حصلت عليه","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"501","0","BLOG","بلوق","review","uncertain","medium","needs-linguistic-confirmation","BLOG → بلوق: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h501:t0","review","uncertain","بلوق","بلوق","بلوق","مدونة","false",""
"507","2","LET","دعونا","review","uncertain","medium","needs-linguistic-confirmation","LET → دعونا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h507:t2","review","uncertain","دعونا","دعونا","دعونا","دعونا","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"511","0","ABOVE","اعلاه","review","uncertain","medium","needs-linguistic-confirmation","ABOVE → اعلاه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h511:t0","review","uncertain","اعلاه","اعلاه","اعلاه","أعلاه","false",""
"513","2","PARK","بارك","review","uncertain","medium","needs-linguistic-confirmation","PARK → بارك: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h513:t2","review","uncertain","بارك","بارك","بارك","حديقة","false",""
"516","2","ACT","التمثيل","review","uncertain","medium","needs-linguistic-confirmation","ACT → التمثيل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h516:t2","review","uncertain","التمثيل","التمثيل","التمثيل","تصرف","false",""
"518","1","RED","احمر","review","uncertain","medium","needs-linguistic-confirmation","RED → احمر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h518:t1","review","uncertain","احمر","احمر","احمر","أحمر","false",""
"518","2","RED","الاحمر","review","uncertain","medium","needs-linguistic-confirmation","RED → الاحمر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h518:t2","review","uncertain","الاحمر","الاحمر","الاحمر","أحمر","false",""
"519","0","GIVE","اعطاء","review","uncertain","medium","needs-linguistic-confirmation","GIVE → اعطاء: Infinitive/verbal noun and imperative spelling need a separate explicit correction decision.","AI-assisted linguistic review","","false","stage3a:h519:t0","review","uncertain","اعطاء","اعطاء","اعطاء","إعطاء","false",""
"519","1","GIVE","اعطي","review","uncertain","medium","needs-linguistic-confirmation","GIVE → اعطي: Infinitive/verbal noun and imperative spelling need a separate explicit correction decision.","AI-assisted linguistic review","","false","stage3a:h519:t1","review","uncertain","اعطي","اعطي","اعطي","إعطاء","false",""
"519","2","GIVE","إعطاء","review","msa","medium","needs-linguistic-confirmation","GIVE → إعطاء: Infinitive/verbal noun and imperative spelling need a separate explicit correction decision.","AI-assisted linguistic review","","false","stage3a:h519:t2","review","uncertain","إعطاء","إعطاء","إعطاء","إعطاء","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"521","0","PERFORMANCE","الاداء","review","uncertain","medium","needs-linguistic-confirmation","PERFORMANCE → الاداء: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h521:t0","review","uncertain","الاداء","الاداء","الاداء","الأداء","false",""
"521","1","PERFORMANCE","اداء","review","uncertain","medium","needs-linguistic-confirmation","PERFORMANCE → اداء: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h521:t1","review","uncertain","اداء","اداء","اداء","الأداء","false",""
"523","0","AUGUST","اغسطس","review","uncertain","medium","needs-linguistic-confirmation","AUGUST → اغسطس: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h523:t0","review","uncertain","اغسطس","اغسطس","اغسطس","أغسطس/آب","false",""
"523","1","AUGUST","اوغست","review","uncertain","medium","needs-linguistic-confirmation","AUGUST → اوغست: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h523:t1","review","uncertain","اوغست","اوغست","اوغست","أغسطس/آب","false",""
"526","0","STORY","ستوري","review","uncertain","medium","needs-linguistic-confirmation","STORY → ستوري: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h526:t0","review","uncertain","ستوري","ستوري","ستوري","القصة","false",""
"526","4","STORY","قصه","review","uncertain","medium","needs-linguistic-confirmation","STORY → قصه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h526:t4","review","uncertain","قصه","قصه","قصه","القصة","false",""
