"sourceId","english","arabic","field","before","after","reason"
"495:2","TAX","الضرائب","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"495:3","TAX","الضريبة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"495:4","TAX","ضريبة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"496:1","PERSON","الشخص","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"497:0","BELOW","تحت","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"499:1","LESS","أقل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"501:1","BLOG","مدونة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"501:2","BLOG","المدونة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"502:1","PARTY","الطرف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"502:3","PARTY","حفل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"503:0","PAYMENT","الدفع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"503:1","PAYMENT","السداد","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"503:2","PAYMENT","دفعة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"503:3","PAYMENT","الدفعة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"503:4","PAYMENT","دفع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"504:0","EQUIPMENT","المعدات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"504:1","EQUIPMENT","معدات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"505:0","LOGIN","تسجيل الدخول","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"506:2","STUDENT","تلميذ","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"506:4","STUDENT","التلميذ","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"507:0","LET","فل","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"507:0","LET","فل","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"508:0","PROGRAMS","برامج","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"508:1","PROGRAMS","البرامج","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"509:0","OFFERS","عروض","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"509:1","OFFERS","العروض","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"510:0","LEGAL","قانوني","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"510:2","LEGAL","القانوني","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"512:0","RECENT","حديثة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"512:1","RECENT","الأخيرة","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"512:1","RECENT","الأخيرة","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"513:0","PARK","حديقة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"514:0","STORES","متاجر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"514:1","STORES","المخازن","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"514:2","STORES","محلات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"514:3","STORES","المتاجر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"514:4","STORES","مخازن","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"515:0","SIDE","جانب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"515:2","SIDE","الجانب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"516:0","ACT","التصرف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"516:1","ACT","الفعل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"516:3","ACT","تصرف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"517:0","PROBLEM","مشكلة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"517:1","PROBLEM","المشكلة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"520:1","MEMORY","الذكرى","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"520:3","MEMORY","ذكرى","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"521:2","PERFORMANCE","الأداء","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"524:0","QUOTE","اقتبس","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"524:1","QUOTE","اقتباس","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"524:2","QUOTE","الاقتباس","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"526:2","STORY","حكاية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
