"sampleIndex","sourceId","english","arabic","oldDecision","revisedDecision","reason","confidence","fieldConfidence","sources","reviewer","stratum","effectiveDecision","proposalArAllowed","proposalAgreement"
"32","96:4","TOP","أعلى","{""arabic"":""أعلى"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""adjective""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","أعلى can express top/highest in an attributive sense; superlative morphology is natural here.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","unapplied-qa","{""arabic"":""أعلى"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"33","198:3","CENTER","الوسط","{""arabic"":""الوسط"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""middle""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","الوسط is middle/center in the spatial sense; allow both equivalents.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","unapplied-qa","{""arabic"":""الوسط"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""middle"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"34","325:3","RATING","تصنيف","{""arabic"":""تصنيف"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","تصنيف can denote a rating/classification; the classification sense is legitimate.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","unapplied-qa","{""arabic"":""تصنيف"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"35","417:2","ESTATE","العقارات","{""arabic"":""العقارات"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","العقارات denotes real property; ESTATE can overlap but the recorded bare sense needs clarification before approval.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""العقارات"",""status"":""review"",""register"":""msa""}","","true"
"36","112:3","USED","استخدمت","{""arabic"":""استخدمت"",""status"":""review"",""register"":""msa""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""verb"",""sense"":""past tense of use""}","استخدمت is a normal Arabic past finite form of use. USED has that legitimate past sense; implicit subject agreement is not an automatic ban.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high"",""partOfSpeech"":""high"",""sense"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""استخدمت"",""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""partOfSpeech"":""verb"",""sense"":""past tense of use""}","","false"
"37","354:1","ANOTHER","اخرى","{""arabic"":""اخرى"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","اخرى has a hamza omission. Standard-register intention is clear; preserve writing and keep orthography review.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""اخرى"",""status"":""review"",""register"":""msa""}","","true"
"38","76:1","ONLINE","على الانترنت","{""arabic"":""على الانترنت"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","على الانترنت is a natural online phrase with a hamza omission. Keep spelling review, not a dialect classification.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""على الانترنت"",""status"":""review"",""register"":""msa""}","","true"
"39","14:1","YOU","انتي","{""arabic"":""انتي"",""status"":""review"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""uncertain"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":false,""preferredForArToEn"":false}","انتي could be colloquial writing or a misspelling of أنتِ. Register and written form remain uncertain; do not approve or rewrite.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""انتي"",""status"":""review"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","","true"
"40","77:0","FIRST","اول","{""arabic"":""اول"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","اول intends a standard ordinal but needs its written hamza reviewed; no automatic correction.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""اول"",""status"":""review"",""register"":""msa""}","","true"
"41","26:2","MORE","اكثر","{""arabic"":""اكثر"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","اكثر is recognizable standard comparative vocabulary with a hamza omission; retain spelling review.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""اكثر"",""status"":""review"",""register"":""msa""}","","true"
"42","321:3","CHANGE","غير","{""arabic"":""غير"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","غير has several unvowelled readings, including other and change. The intended grammatical sense needs review, not categorical rejection.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""غير"",""status"":""review"",""register"":""msa""}","","true"
"43","279:3","AMERICAN","الامريكي","{""arabic"":""الامريكي"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","الامريكي is a recognizable standard adjective with hamza omission; preserve it for orthographic review.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""الامريكي"",""status"":""review"",""register"":""msa""}","","true"
"44","63:0","SO","أجل.","{""arabic"":""أجل."",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""rejected"",""register"":""msa"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","أجل is affirmative yes, not the consequence/degree/conjunction SO sense. The semantic mapping is materially wrong.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""أجل."",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"45","154:0","EACH","لكل منها","{""arabic"":""لكل منها"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","لكل منها adds a preposition and complement to each. Such a construction may be natural in context, but bare-entry suitability is unresolved.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""لكل منها"",""status"":""review"",""register"":""msa""}","","true"
"46","272:2","FOUND","وجدت","{""arabic"":""وجدت"",""status"":""review"",""register"":""msa""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""verb"",""sense"":""past tense of find""}","وجدت is a natural past finite form of find. FOUND has that legitimate past sense; person agreement does not materially change the event.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high"",""partOfSpeech"":""high"",""sense"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""وجدت"",""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""partOfSpeech"":""verb"",""sense"":""past tense of find""}","","false"
