experiment,seed,size,mode,policy,rank,slot,pattern,used,reason,depth,prefixCounts
"baseline","1","11","ar_to_en","compatibility","0","{""row"":0,""col"":2,""direction"":""down"",""length"":11}","R?A????????","[""SERVE"",""VODKA"",""GUADALAJARA""]","forward_zero","3","[{""position"":0,""letter"":""R"",""remaining"":20},{""position"":2,""letter"":""A"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","S?S","[""SERVE"",""VODKA"",""SYNDICATION""]","forward_zero","3","[{""position"":0,""letter"":""S"",""remaining"":28},{""position"":2,""letter"":""S"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":0,""col"":2,""direction"":""down"",""length"":11}","R?E????????","[""SERVE"",""VODKA"",""INDEPENDENT""]","forward_zero","3","[{""position"":0,""letter"":""R"",""remaining"":20},{""position"":2,""letter"":""E"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","??DR???????","[""SERVE"",""VIRAL"",""CHEERLEADER""]","forward_zero","3","[{""position"":2,""letter"":""D"",""remaining"":4},{""position"":3,""letter"":""R"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","??HR???????","[""SERVE"",""VIRAL"",""GRANDFATHER""]","forward_zero","3","[{""position"":2,""letter"":""H"",""remaining"":2},{""position"":3,""letter"":""R"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","??PR???????","[""SERVE"",""VIRAL"",""REPLICATION""]","forward_zero","3","[{""position"":2,""letter"":""P"",""remaining"":14},{""position"":3,""letter"":""R"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","??MR???????","[""SERVE"",""VIRAL"",""REMEMBRANCE""]","forward_zero","3","[{""position"":2,""letter"":""M"",""remaining"":16},{""position"":3,""letter"":""R"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":1,""col"":0,""direction"":""across"",""length"":5}","??OI?","[""SERVE"",""VIRAL"",""COORDINATOR""]","forward_zero","3","[{""position"":2,""letter"":""O"",""remaining"":22},{""position"":3,""letter"":""I"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":4,""col"":0,""direction"":""across"",""length"":7}","??ML???","[""SERVE"",""VIRAL"",""RESEMBLANCE""]","forward_zero","3","[{""position"":2,""letter"":""M"",""remaining"":12},{""position"":3,""letter"":""L"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","??TR???????","[""SERVE"",""VIRAL"",""TRANSPORTER""]","forward_zero","3","[{""position"":2,""letter"":""T"",""remaining"":28},{""position"":3,""letter"":""R"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":1,""col"":0,""direction"":""across"",""length"":5}","??OI?","[""SERVE"",""VIRAL"",""DENOMINATOR""]","forward_zero","3","[{""position"":2,""letter"":""O"",""remaining"":22},{""position"":3,""letter"":""I"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","??VR???????","[""SERVE"",""VIRAL"",""SCREWDRIVER""]","forward_zero","3","[{""position"":2,""letter"":""V"",""remaining"":9},{""position"":3,""letter"":""R"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":4,""col"":0,""direction"":""across"",""length"":7}","??UL???","[""SERVE"",""VIRAL"",""RECRUITMENT""]","forward_zero","3","[{""position"":2,""letter"":""U"",""remaining"":18},{""position"":3,""letter"":""L"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","??VR???????","[""SERVE"",""VIRAL"",""SCREENSAVER""]","forward_zero","3","[{""position"":2,""letter"":""V"",""remaining"":9},{""position"":3,""letter"":""R"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","??PR???????","[""SERVE"",""VIRAL"",""REPUBLICANS""]","forward_zero","3","[{""position"":2,""letter"":""P"",""remaining"":14},{""position"":3,""letter"":""R"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":4,""col"":0,""direction"":""across"",""length"":7}","??GL???","[""SERVE"",""VIRAL"",""RESIGNATION""]","forward_zero","3","[{""position"":2,""letter"":""G"",""remaining"":7},{""position"":3,""letter"":""L"",""remaining"":0}]"
"baseline","1","11","ar_to_en","compatibility","0","{""row"":4,""col"":0,""direction"":""across"",""length"":7}","??NL???","[""SERVE"",""VIRAL"",""WESTMINSTER""]","forward_zero","3","[{""position"":2,""letter"":""N"",""remaining"":29},{""position"":3,""letter"":""L"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":9,""direction"":""down"",""length"":6}","??C??O","[""MAINTENANCE"",""INSTRUMENTS"",""INN"",""YOU""]","forward_zero","4","[{""position"":2,""letter"":""C"",""remaining"":13},{""position"":5,""letter"":""O"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":4,""col"":8,""direction"":""across"",""length"":3}","MS?","[""MAINTENANCE"",""INSTRUMENTS"",""INN"",""USE"",""ACCESS""]","forward_zero","5","[{""position"":0,""letter"":""M"",""remaining"":7},{""position"":1,""letter"":""S"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":8,""col"":0,""direction"":""across"",""length"":11}","????????U??","[""MAINTENANCE"",""EDUCATIONAL""]","forward_zero","2","[{""position"":8,""letter"":""U"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":11}","??I?????I??","[""MAINTENANCE"",""PERFORMANCE"",""CORPORATION""]","forward_zero","3","[{""position"":2,""letter"":""I"",""remaining"":12},{""position"":8,""letter"":""I"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":9,""direction"":""down"",""length"":6}","??C??O","[""MAINTENANCE"",""RESTAURANTS"",""YOU""]","forward_zero","3","[{""position"":2,""letter"":""C"",""remaining"":13},{""position"":5,""letter"":""O"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":4,""col"":8,""direction"":""across"",""length"":3}","RS?","[""MAINTENANCE"",""RESTAURANTS"",""USE"",""ACCESS""]","forward_zero","4","[{""position"":0,""letter"":""R"",""remaining"":13},{""position"":1,""letter"":""S"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":8,""direction"":""across"",""length"":3}","L?S","[""MAINTENANCE"",""TRADITIONAL"",""INN"",""UNLESS""]","forward_zero","4","[{""position"":0,""letter"":""L"",""remaining"":12},{""position"":2,""letter"":""S"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":5,""col"":0,""direction"":""down"",""length"":6}","Y????N","[""MAINTENANCE"",""INSTRUMENTS"",""INN"",""YOU""]","forward_zero","4","[{""position"":0,""letter"":""Y"",""remaining"":18},{""position"":5,""letter"":""N"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":7,""col"":0,""direction"":""across"",""length"":5}","I?T??","[""MAINTENANCE"",""INSTRUMENTS"",""INN"",""USE"",""NOTICE""]","forward_zero","5","[{""position"":0,""letter"":""I"",""remaining"":6},{""position"":2,""letter"":""T"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":6,""col"":0,""direction"":""across"",""length"":3}","R?R","[""MAINTENANCE"",""INSTRUMENTS"",""INN"",""USE"",""NATURE""]","forward_zero","5","[{""position"":0,""letter"":""R"",""remaining"":13},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":8,""col"":0,""direction"":""across"",""length"":11}","??U????????","[""MAINTENANCE"",""EDUCATIONAL""]","forward_zero","2","[{""position"":2,""letter"":""U"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","??I?????I??","[""MAINTENANCE"",""PERFORMANCE"",""CORPORATION""]","forward_zero","3","[{""position"":2,""letter"":""I"",""remaining"":12},{""position"":8,""letter"":""I"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":5,""col"":1,""direction"":""down"",""length"":6}","O??N??","[""MAINTENANCE"",""RESTAURANTS"",""YOU"",""INSTRUMENTS""]","forward_zero","4","[{""position"":0,""letter"":""O"",""remaining"":10},{""position"":3,""letter"":""N"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":5,""col"":0,""direction"":""down"",""length"":6}","Y??D??","[""MAINTENANCE"",""RESTAURANTS"",""YOU"",""DESCRIPTION""]","forward_zero","4","[{""position"":0,""letter"":""Y"",""remaining"":18},{""position"":3,""letter"":""D"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","??I?????I??","[""MAINTENANCE"",""RESTAURANTS"",""YOU"",""ASSOCIATION""]","forward_zero","4","[{""position"":2,""letter"":""I"",""remaining"":12},{""position"":8,""letter"":""I"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":7,""col"":0,""direction"":""across"",""length"":5}","V?T??","[""MAINTENANCE"",""RESTAURANTS"",""YOU"",""RESPONSIBLE"",""SURVEY""]","forward_zero","5","[{""position"":0,""letter"":""V"",""remaining"":6},{""position"":2,""letter"":""T"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","??I?????N??","[""MAINTENANCE"",""RESTAURANTS"",""USE"",""INSTRUMENTS""]","forward_zero","4","[{""position"":2,""letter"":""I"",""remaining"":13},{""position"":8,""letter"":""N"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","??I?????I??","[""MAINTENANCE"",""RESTAURANTS"",""USE"",""DESCRIPTION""]","forward_zero","4","[{""position"":2,""letter"":""I"",""remaining"":12},{""position"":8,""letter"":""I"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","??I?????I??","[""MAINTENANCE"",""RESTAURANTS"",""USE"",""ASSOCIATION""]","forward_zero","4","[{""position"":2,""letter"":""I"",""remaining"":12},{""position"":8,""letter"":""I"",""remaining"":0}]"
"baseline","1","11","ar_to_en","approved-only","0","{""row"":6,""col"":0,""direction"":""across"",""length"":3}","N?A","[""MAINTENANCE"",""RESTAURANTS"",""USE"",""RESPONSIBLE"",""ENERGY""]","forward_zero","5","[{""position"":0,""letter"":""N"",""remaining"":15},{""position"":2,""letter"":""A"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":10,""col"":0,""direction"":""across"",""length"":13}","U?R??????????","[""MEG"",""CORRESPONDING"",""CHU"",""GURU""]","forward_zero","4","[{""position"":0,""letter"":""U"",""remaining"":2},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":9,""col"":0,""direction"":""across"",""length"":4}","N?R?","[""MEG"",""CORRESPONDING"",""CHU"",""NADU""]","forward_zero","4","[{""position"":0,""letter"":""N"",""remaining"":16},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":9,""col"":0,""direction"":""across"",""length"":4}","T?R?","[""MEG"",""CORRESPONDING"",""CHU"",""TOFU""]","forward_zero","4","[{""position"":0,""letter"":""T"",""remaining"":29},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":10,""col"":0,""direction"":""across"",""length"":13}","?CR??????????","[""MEG"",""CORRESPONDING"",""CON"",""MACAO""]","forward_zero","4","[{""position"":1,""letter"":""C"",""remaining"":5},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":9,""col"":0,""direction"":""down"",""length"":4}","??PN","[""MEG"",""CORRESPONDING"",""CON"",""ORTON"",""PRO""]","forward_zero","5","[{""position"":2,""letter"":""P"",""remaining"":5},{""position"":3,""letter"":""N"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":8,""col"":1,""direction"":""across"",""length"":3}","EE?","[""MEG"",""CORRESPONDING"",""CON"",""OXIDE""]","forward_zero","4","[{""position"":0,""letter"":""E"",""remaining"":21},{""position"":1,""letter"":""E"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":10,""col"":0,""direction"":""across"",""length"":13}","?SR??????????","[""MEG"",""CORRESPONDING"",""CON"",""OLSON""]","forward_zero","4","[{""position"":1,""letter"":""S"",""remaining"":5},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":8,""col"":1,""direction"":""across"",""length"":3}","CE?","[""MEG"",""CORRESPONDING"",""CON"",""CHICO""]","forward_zero","4","[{""position"":0,""letter"":""C"",""remaining"":8},{""position"":1,""letter"":""E"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":9,""col"":0,""direction"":""across"",""length"":4}","?NR?","[""MEG"",""CORRESPONDING"",""CON"",""OVENS""]","forward_zero","4","[{""position"":1,""letter"":""N"",""remaining"":25},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":8,""col"":1,""direction"":""across"",""length"":3}","CE?","[""MEG"",""CORRESPONDING"",""CON"",""CONDO""]","forward_zero","4","[{""position"":0,""letter"":""C"",""remaining"":8},{""position"":1,""letter"":""E"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":9,""col"":0,""direction"":""across"",""length"":4}","?YR?","[""MEG"",""CORRESPONDING"",""CON"",""KYOTO""]","forward_zero","4","[{""position"":1,""letter"":""Y"",""remaining"":6},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":10,""col"":0,""direction"":""across"",""length"":13}","?CR??????????","[""MEG"",""CORRESPONDING"",""COT"",""MACAO""]","forward_zero","4","[{""position"":1,""letter"":""C"",""remaining"":5},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":9,""col"":0,""direction"":""down"",""length"":4}","??PT","[""MEG"",""CORRESPONDING"",""COT"",""ORTON"",""PRO""]","forward_zero","5","[{""position"":2,""letter"":""P"",""remaining"":5},{""position"":3,""letter"":""T"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":8,""col"":1,""direction"":""across"",""length"":3}","EE?","[""MEG"",""CORRESPONDING"",""COT"",""OXIDE""]","forward_zero","4","[{""position"":0,""letter"":""E"",""remaining"":21},{""position"":1,""letter"":""E"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":10,""col"":0,""direction"":""across"",""length"":13}","?SR??????????","[""MEG"",""CORRESPONDING"",""COT"",""OLSON""]","forward_zero","4","[{""position"":1,""letter"":""S"",""remaining"":5},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":8,""col"":1,""direction"":""across"",""length"":3}","CE?","[""MEG"",""CORRESPONDING"",""COT"",""CHICO""]","forward_zero","4","[{""position"":0,""letter"":""C"",""remaining"":8},{""position"":1,""letter"":""E"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":9,""col"":0,""direction"":""across"",""length"":4}","?NR?","[""MEG"",""CORRESPONDING"",""COT"",""OVENS""]","forward_zero","4","[{""position"":1,""letter"":""N"",""remaining"":25},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":8,""col"":1,""direction"":""across"",""length"":3}","CE?","[""MEG"",""CORRESPONDING"",""COT"",""CONDO""]","forward_zero","4","[{""position"":0,""letter"":""C"",""remaining"":8},{""position"":1,""letter"":""E"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":9,""col"":0,""direction"":""across"",""length"":4}","?YR?","[""MEG"",""CORRESPONDING"",""COT"",""KYOTO""]","forward_zero","4","[{""position"":1,""letter"":""Y"",""remaining"":6},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","compatibility","0","{""row"":10,""col"":0,""direction"":""across"",""length"":13}","?CR??????????","[""MEG"",""CORRESPONDING"",""COS"",""MACAO""]","forward_zero","4","[{""position"":1,""letter"":""C"",""remaining"":5},{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":13}","??R??????????","[""ORGANIZATIONS""]","forward_zero","1","[{""position"":2,""letter"":""R"",""remaining"":0}]"
"baseline","1","13","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":13}","??O??????????","[""ORGANIZATIONS""]","forward_zero","1","[{""position"":2,""letter"":""O"",""remaining"":0}]"
"baseline","1","13","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":13}","??C??????????","[""ACCOMMODATION""]","forward_zero","1","[{""position"":2,""letter"":""C"",""remaining"":0}]"
"baseline","1","13","ar_to_en","approved-only","0","{""row"":0,""col"":10,""direction"":""down"",""length"":13}","??C??????????","[""ACCOMMODATION""]","forward_zero","1","[{""position"":2,""letter"":""C"",""remaining"":0}]"
"baseline","1","13","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":13}","??N??????????","[""INTERNATIONAL""]","forward_zero","1","[{""position"":2,""letter"":""N"",""remaining"":0}]"
"baseline","1","13","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":13}","??A??????????","[""INTERNATIONAL""]","forward_zero","1","[{""position"":2,""letter"":""A"",""remaining"":0}]"
"baseline","1","13","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":13}","??V??????????","[""ENVIRONMENTAL""]","forward_zero","1","[{""position"":2,""letter"":""V"",""remaining"":0}]"
"baseline","1","13","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":13}","??A??????????","[""ENVIRONMENTAL""]","forward_zero","1","[{""position"":2,""letter"":""A"",""remaining"":0}]"
